date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:53:04	69088/69088	U--M-Z	200	updated ('OK')	text/html	date:Thu,%2011%20Jul%202019%2020:52:55%20GMT	http://96.8.93.198/Storm/Severe/Bulletins.aspx?state=	C:/My%20Web%20Sites/Intellicast/96.8.93.198/Storm/Severe/Bulletins282e.html	(from http://96.8.93.198/)
16:53:05	63733/63733	U--M-Z	200	updated ('OK')	text/html	date:Thu,%2011%20Jul%202019%2020:52:56%20GMT	http://96.8.93.198/Storm/Severe/Bulletins.aspx?state=AZ	C:/My%20Web%20Sites/Intellicast/96.8.93.198/Storm/Severe/Bulletinsac19.html	(from http://96.8.93.198/)
16:53:06	64499/64499	U--M-Z	200	updated ('OK')	text/html	date:Thu,%2011%20Jul%202019%2020:52:56%20GMT	http://96.8.93.198/Storm/Severe/Bulletins.aspx?state=CO	C:/My%20Web%20Sites/Intellicast/96.8.93.198/Storm/Severe/Bulletins7b0a.html	(from http://96.8.93.198/)
16:53:06	69676/69676	U--M-Z	200	updated ('OK')	text/html	date:Thu,%2011%20Jul%202019%2020:52:57%20GMT	http://96.8.93.198/Storm/Severe/Bulletins.aspx?state=TX	C:/My%20Web%20Sites/Intellicast/96.8.93.198/Storm/Severe/Bulletinsf1f5.html	(from http://96.8.93.198/)
16:53:07	83166/83166	U--M-Z	200	updated ('OK')	text/html	date:Thu,%2011%20Jul%202019%2020:52:57%20GMT	http://96.8.93.198/Storm/Severe/Bulletins.aspx?state=LA	C:/My%20Web%20Sites/Intellicast/96.8.93.198/Storm/Severe/Bulletins8e36.html	(from http://96.8.93.198/)
16:53:07	63704/63704	U--M-Z	200	updated ('OK')	text/html	date:Thu,%2011%20Jul%202019%2020:52:57%20GMT	http://96.8.93.198/Storm/Severe/Bulletins.aspx?state=IN	C:/My%20Web%20Sites/Intellicast/96.8.93.198/Storm/Severe/Bulletinse586.html	(from http://96.8.93.198/)
16:53:08	63795/63795	U--M-Z	200	updated ('OK')	text/html	date:Thu,%2011%20Jul%202019%2020:52:58%20GMT	http://96.8.93.198/Storm/Severe/Bulletins.aspx?state=MI	C:/My%20Web%20Sites/Intellicast/96.8.93.198/Storm/Severe/Bulletins1424.html	(from http://96.8.93.198/)
16:53:09	65826/65826	U--M-Z	200	updated ('OK')	text/html	date:Thu,%2011%20Jul%202019%2020:53:00%20GMT	http://96.8.93.198/Storm/Severe/Bulletins.aspx?state=AL	C:/My%20Web%20Sites/Intellicast/96.8.93.198/Storm/Severe/Bulletins6e57.html	(from http://96.8.93.198/)
16:53:09	63238/63238	U--M-Z	200	updated ('OK')	text/html	date:Thu,%2011%20Jul%202019%2020:53:00%20GMT	http://96.8.93.198/Storm/Severe/Bulletins.aspx?state=AS	C:/My%20Web%20Sites/Intellicast/96.8.93.198/Storm/Severe/Bulletinsbd33.html	(from http://96.8.93.198/)
16:53:10	68077/68077	U--M-Z	200	updated ('OK')	text/html	date:Thu,%2011%20Jul%202019%2020:53:01%20GMT	http://96.8.93.198/Storm/Severe/Bulletins.aspx?state=FL	C:/My%20Web%20Sites/Intellicast/96.8.93.198/Storm/Severe/Bulletins9a38.html	(from http://96.8.93.198/)
16:53:10	66741/66741	U--M-Z	200	updated ('OK')	text/html	date:Thu,%2011%20Jul%202019%2020:53:01%20GMT	http://96.8.93.198/Storm/Severe/Bulletins.aspx?state=AK	C:/My%20Web%20Sites/Intellicast/96.8.93.198/Storm/Severe/Bulletins927b.html	(from http://96.8.93.198/)
16:53:11	63859/63859	U--M-Z	200	updated ('OK')	text/html	date:Thu,%2011%20Jul%202019%2020:53:02%20GMT	http://96.8.93.198/Storm/Severe/Bulletins.aspx?state=CA	C:/My%20Web%20Sites/Intellicast/96.8.93.198/Storm/Severe/Bulletinscb2e.html	(from http://96.8.93.198/)
16:53:11	63914/63914	U--M-Z	200	updated ('OK')	text/html	date:Thu,%2011%20Jul%202019%2020:53:02%20GMT	http://96.8.93.198/Storm/Severe/Bulletins.aspx?state=PR	C:/My%20Web%20Sites/Intellicast/96.8.93.198/Storm/Severe/Bulletins98f7.html	(from http://96.8.93.198/)
16:53:12	64570/64570	U--M-Z	200	updated ('OK')	text/html	date:Thu,%2011%20Jul%202019%2020:53:03%20GMT	http://96.8.93.198/Storm/Severe/Bulletins.aspx?state=UT	C:/My%20Web%20Sites/Intellicast/96.8.93.198/Storm/Severe/Bulletinsf025.html	(from http://96.8.93.198/)
16:53:12	66467/66467	U--M-Z	200	updated ('OK')	text/html	date:Thu,%2011%20Jul%202019%2020:53:03%20GMT	http://96.8.93.198/Storm/Severe/Bulletins.aspx?state=KY	C:/My%20Web%20Sites/Intellicast/96.8.93.198/Storm/Severe/Bulletins1962.html	(from http://96.8.93.198/)
16:53:13	65580/65580	U--M-Z	200	updated ('OK')	text/html	date:Thu,%2011%20Jul%202019%2020:53:03%20GMT	http://96.8.93.198/Storm/Severe/Bulletins.aspx?state=MD	C:/My%20Web%20Sites/Intellicast/96.8.93.198/Storm/Severe/Bulletins26eb.html	(from http://96.8.93.198/)
16:53:13	64439/64439	U--M-Z	200	updated ('OK')	text/html	date:Thu,%2011%20Jul%202019%2020:53:03%20GMT	http://96.8.93.198/Storm/Severe/Bulletins.aspx?state=NC	C:/My%20Web%20Sites/Intellicast/96.8.93.198/Storm/Severe/Bulletins517c.html	(from http://96.8.93.198/)
16:53:14	66183/66183	U--M-Z	200	updated ('OK')	text/html	date:Thu,%2011%20Jul%202019%2020:53:04%20GMT	http://96.8.93.198/Storm/Severe/Bulletins.aspx?state=NJ	C:/My%20Web%20Sites/Intellicast/96.8.93.198/Storm/Severe/Bulletinscff4.html	(from http://96.8.93.198/)
16:53:14	65135/65135	U--M-Z	200	updated ('OK')	text/html	date:Thu,%2011%20Jul%202019%2020:53:04%20GMT	http://96.8.93.198/Storm/Severe/Bulletins.aspx?state=OH	C:/My%20Web%20Sites/Intellicast/96.8.93.198/Storm/Severe/Bulletinsf28f.html	(from http://96.8.93.198/)
16:53:15	68834/68834	U--M-Z	200	updated ('OK')	text/html	date:Thu,%2011%20Jul%202019%2020:53:05%20GMT	http://96.8.93.198/Storm/Severe/Bulletins.aspx?state=PA	C:/My%20Web%20Sites/Intellicast/96.8.93.198/Storm/Severe/Bulletins839a.html	(from http://96.8.93.198/)
16:53:15	71592/71592	U--M-Z	200	updated ('OK')	text/html	date:Thu,%2011%20Jul%202019%2020:53:05%20GMT	http://96.8.93.198/Storm/Severe/Bulletins.aspx?state=VA	C:/My%20Web%20Sites/Intellicast/96.8.93.198/Storm/Severe/Bulletins64aa.html	(from http://96.8.93.198/)
16:53:16	68231/68231	U--M-Z	200	updated ('OK')	text/html	date:Thu,%2011%20Jul%202019%2020:53:07%20GMT	http://96.8.93.198/Storm/Severe/Bulletins.aspx?state=WV	C:/My%20Web%20Sites/Intellicast/96.8.93.198/Storm/Severe/Bulletins2cab.html	(from http://96.8.93.198/)
16:53:16	63025/63025	U--M-Z	200	updated ('OK')	text/html	date:Thu,%2011%20Jul%202019%2020:53:07%20GMT	http://96.8.93.198/Storm/Severe/Bulletins.aspx?state=DC	C:/My%20Web%20Sites/Intellicast/96.8.93.198/Storm/Severe/Bulletinsa96c.html	(from http://96.8.93.198/)
16:53:17	63015/63015	U--M-Z	200	updated ('OK')	text/html	date:Thu,%2011%20Jul%202019%2020:53:08%20GMT	http://96.8.93.198/Storm/Severe/Bulletins.aspx?state=DE	C:/My%20Web%20Sites/Intellicast/96.8.93.198/Storm/Severe/Bulletins4af7.html	(from http://96.8.93.198/)
16:53:17	76684/76684	U--M-Z	200	updated ('OK')	text/html	date:Thu,%2011%20Jul%202019%2020:53:08%20GMT	http://96.8.93.198/Storm/Severe/Bulletins.aspx?state=MS	C:/My%20Web%20Sites/Intellicast/96.8.93.198/Storm/Severe/Bulletins6aeb.html	(from http://96.8.93.198/)
16:53:18	64072/64072	U--M-Z	200	updated ('OK')	text/html	date:Thu,%2011%20Jul%202019%2020:53:09%20GMT	http://96.8.93.198/Storm/Severe/Bulletins.aspx?state=NY	C:/My%20Web%20Sites/Intellicast/96.8.93.198/Storm/Severe/Bulletinsebbf.html	(from http://96.8.93.198/)
16:53:18	64143/64143	U--M-Z	200	updated ('OK')	text/html	date:Thu,%2011%20Jul%202019%2020:53:09%20GMT	http://96.8.93.198/Storm/Severe/Bulletins.aspx?state=IA	C:/My%20Web%20Sites/Intellicast/96.8.93.198/Storm/Severe/Bulletins3d70.html	(from http://96.8.93.198/)
16:53:19	63921/63921	U--M-Z	200	updated ('OK')	text/html	date:Thu,%2011%20Jul%202019%2020:53:10%20GMT	http://96.8.93.198/Storm/Severe/Bulletins.aspx?state=ND	C:/My%20Web%20Sites/Intellicast/96.8.93.198/Storm/Severe/Bulletins2b22.html	(from http://96.8.93.198/)
16:53:19	65916/65916	U--M-Z	200	updated ('OK')	text/html	date:Thu,%2011%20Jul%202019%2020:53:10%20GMT	http://96.8.93.198/Storm/Severe/Bulletins.aspx?state=NE	C:/My%20Web%20Sites/Intellicast/96.8.93.198/Storm/Severe/Bulletins32e8.html	(from http://96.8.93.198/)
16:53:20	63010/63010	U--M-Z	200	updated ('OK')	text/html	date:Thu,%2011%20Jul%202019%2020:53:11%20GMT	http://96.8.93.198/Storm/Severe/Bulletins.aspx?state=NV	C:/My%20Web%20Sites/Intellicast/96.8.93.198/Storm/Severe/Bulletins33fd.html	(from http://96.8.93.198/)
16:53:21	63812/63812	U--M-Z	200	updated ('OK')	text/html	date:Thu,%2011%20Jul%202019%2020:53:11%20GMT	http://96.8.93.198/Storm/Severe/Bulletins.aspx?state=NM	C:/My%20Web%20Sites/Intellicast/96.8.93.198/Storm/Severe/Bulletins943a.html	(from http://96.8.93.198/)
16:53:21	65682/65682	U--M-Z	200	updated ('OK')	text/html	date:Thu,%2011%20Jul%202019%2020:53:11%20GMT	http://96.8.93.198/Storm/Severe/Bulletins.aspx?state=TN	C:/My%20Web%20Sites/Intellicast/96.8.93.198/Storm/Severe/Bulletinsd8c7.html	(from http://96.8.93.198/)
16:53:22	65486/65486	U--M-Z	200	updated ('OK')	text/html	date:Thu,%2011%20Jul%202019%2020:53:13%20GMT	http://96.8.93.198/Storm/Severe/Bulletins.aspx?state=AR	C:/My%20Web%20Sites/Intellicast/96.8.93.198/Storm/Severe/Bulletins6a44.html	(from http://96.8.93.198/)
16:53:22	65347/65347	U--M-Z	200	updated ('OK')	text/html	date:Thu,%2011%20Jul%202019%2020:53:13%20GMT	http://96.8.93.198/Storm/Severe/Bulletins.aspx?state=IL	C:/My%20Web%20Sites/Intellicast/96.8.93.198/Storm/Severe/Bulletinsa126.html	(from http://96.8.93.198/)
16:53:22	64159/64159	U--M-Z	200	updated ('OK')	text/html	date:Thu,%2011%20Jul%202019%2020:53:14%20GMT	http://96.8.93.198/Storm/Severe/Bulletins.aspx?state=KS	C:/My%20Web%20Sites/Intellicast/96.8.93.198/Storm/Severe/Bulletins0f8c.html	(from http://96.8.93.198/)
16:53:23	64583/64583	U--M-Z	200	updated ('OK')	text/html	date:Thu,%2011%20Jul%202019%2020:53:14%20GMT	http://96.8.93.198/Storm/Severe/Bulletins.aspx?state=MN	C:/My%20Web%20Sites/Intellicast/96.8.93.198/Storm/Severe/Bulletins2dfd.html	(from http://96.8.93.198/)
16:53:24	67607/67607	U--M-Z	200	updated ('OK')	text/html	date:Thu,%2011%20Jul%202019%2020:53:14%20GMT	http://96.8.93.198/Storm/Severe/Bulletins.aspx?state=MO	C:/My%20Web%20Sites/Intellicast/96.8.93.198/Storm/Severe/Bulletinsf0d3.html	(from http://96.8.93.198/)
16:53:24	63009/63009	U--M-Z	200	updated ('OK')	text/html	date:Thu,%2011%20Jul%202019%2020:53:15%20GMT	http://96.8.93.198/Storm/Severe/Bulletins.aspx?state=OK	C:/My%20Web%20Sites/Intellicast/96.8.93.198/Storm/Severe/Bulletinsa4f3.html	(from http://96.8.93.198/)
16:53:25	64577/64577	U--M-Z	200	updated ('OK')	text/html	date:Thu,%2011%20Jul%202019%2020:53:16%20GMT	http://96.8.93.198/Storm/Severe/Bulletins.aspx?state=SD	C:/My%20Web%20Sites/Intellicast/96.8.93.198/Storm/Severe/Bulletinscc7a.html	(from http://96.8.93.198/)
16:53:25	63460/63460	U--M-Z	200	updated ('OK')	text/html	date:Thu,%2011%20Jul%202019%2020:53:16%20GMT	http://96.8.93.198/Storm/Severe/Bulletins.aspx?state=MT	C:/My%20Web%20Sites/Intellicast/96.8.93.198/Storm/Severe/Bulletinsdb82.html	(from http://96.8.93.198/)
16:53:27	63607/63607	U--M-Z	200	updated ('OK')	text/html	date:Thu,%2011%20Jul%202019%2020:53:16%20GMT	http://96.8.93.198/Storm/Severe/Bulletins.aspx?state=GA	C:/My%20Web%20Sites/Intellicast/96.8.93.198/Storm/Severe/Bulletins133c.html	(from http://96.8.93.198/)
16:53:27	63469/63469	U--M-Z	200	updated ('OK')	text/html	date:Thu,%2011%20Jul%202019%2020:53:17%20GMT	http://96.8.93.198/Storm/Severe/Bulletins.aspx?state=WY	C:/My%20Web%20Sites/Intellicast/96.8.93.198/Storm/Severe/Bulletins67cb.html	(from http://96.8.93.198/)
16:53:27	50385/50385	U--M-Z	200	updated ('OK')	text/html	date:Thu,%2011%20Jul%202019%2020:53:18%20GMT	http://96.8.93.198/Travel/Driving/Traffic.aspx	C:/My%20Web%20Sites/Intellicast/96.8.93.198/Travel/Driving/Traffic.html	(from http://96.8.93.198/)
16:53:29	50346/50346	U--M-Z	200	updated ('OK')	text/html	date:Thu,%2011%20Jul%202019%2020:53:18%20GMT	http://96.8.93.198/Travel/Destinations/Default.aspx	C:/My%20Web%20Sites/Intellicast/96.8.93.198/Travel/Destinations/Default.html	(from http://96.8.93.198/)
16:53:29	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2011%20Jul%202019%2020:53:19%20GMT	http://96.8.93.198/AOL/Header/www.aolnews.com/category/nation/	C:/My%20Web%20Sites/Intellicast/96.8.93.198/AOL/Header/www.aolnews.com/category/nation/index.html	(from http://96.8.93.198/)
16:53:30	44678/44678	U--M-Z	200	updated ('OK')	text/html	date:Thu,%2011%20Jul%202019%2020:53:21%20GMT	http://96.8.93.198/About/Default.aspx	C:/My%20Web%20Sites/Intellicast/96.8.93.198/About/Default.html	(from http://96.8.93.198/)
16:53:30	1362/1362	U-----	200	untouched ('')	image/png	etag:%2210e0b8cc8de5fd6ed67b87bb824a9ca0%22	http://icons.wxug.com/i/misc/adChoices.png	C:/My%20Web%20Sites/Intellicast/icons.wxug.com/i/misc/adChoices.png	(from http://96.8.93.198/)
16:53:30	54334/54334	U--M-Z	200	updated ('OK')	text/html	date:Thu,%2011%20Jul%202019%2020:53:22%20GMT	http://96.8.93.198/About/Terms.aspx	C:/My%20Web%20Sites/Intellicast/96.8.93.198/About/Terms.html	(from http://96.8.93.198/)
16:53:31	73086/73086	U--M-Z	200	updated ('OK')	text/html	date:Thu,%2011%20Jul%202019%2020:53:22%20GMT	http://96.8.93.198/About/Privacy.aspx	C:/My%20Web%20Sites/Intellicast/96.8.93.198/About/Privacy.html	(from http://96.8.93.198/)
16:53:31	44689/44689	U-----	200	untouched ('')	application/javascript	etag:W/%225afd494b-ae91%22	https://cdnjs.cloudflare.com/ajax/libs/jcarousel/0.3.3/jquery.jcarousel.js	C:/My%20Web%20Sites/Intellicast/cdnjs.cloudflare.com/ajax/libs/jcarousel/0.3.3/jquery.jcarousel.js	(from http://96.8.93.198/)
16:53:31	190810/190810	U-----	200	untouched ('')	text/javascript	etag:%2228e85114136f5b6f2b72a2600858c696%22	https://cdn.optimizely.com/js/878051086.js	C:/My%20Web%20Sites/Intellicast/cdn.optimizely.com/js/878051086.js	(from http://96.8.93.198/)
16:53:31	281/281	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2011%20Jul%202019%2020:53:23%20GMT	http://www.adobe.com/images/shared/download_buttons/get_flash_player.gif	C:/My%20Web%20Sites/Intellicast/www.adobe.com/images/shared/download_buttons/get_flash_player.c.delayed	(from http://96.8.93.198/Video/amp.premier/amp.premier.min.js)
16:53:32	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2011%20Jul%202019%2020:53:24%20GMT	http://96.8.93.198/AkamaiAdvancedStreamingPlugin.swf	C:/My%20Web%20Sites/Intellicast/96.8.93.198/AkamaiAdvancedStreamingPlugin.e.delayed	(from http://96.8.93.198/Video/amp.premier/amp.premier.min.js)
16:53:32	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2011%20Jul%202019%2020:53:24%20GMT	http://96.8.93.198/AkamaiAdvancedStreamingPlugin-logging.swf	C:/My%20Web%20Sites/Intellicast/96.8.93.198/AkamaiAdvancedStreamingPlugin-logging.f.delayed	(from http://96.8.93.198/Video/amp.premier/amp.premier.min.js)
16:53:32	141/141	---M--	302	error ('Found')	text/html	date:Thu,%2011%20Jul%202019%2020:53:24%20GMT	http://96.8.93.198/HEAD	C:/My%20Web%20Sites/Intellicast/96.8.93.198/HEAD.10.delayed	(from http://96.8.93.198/Video/amp.premier/amp.premier.min.js)
16:53:33	1720/1720	U-----	200	untouched ('')	image/gif	date:Tue,%2029%20Nov%202016%2007:30:56%20GMT	https://www.adobe.com/images/shared/download_buttons/get_flash_player.gif	C:/My%20Web%20Sites/Intellicast/www.adobe.com/images/shared/download_buttons/get_flash_player.gif	(from http://96.8.93.198/Video/amp.premier/amp.premier.min.js)
16:53:33	50378/50378	U--M-Z	200	updated ('OK')	text/html	date:Thu,%2011%20Jul%202019%2020:53:24%20GMT	http://96.8.93.198/Redirect.aspx?error=404	C:/My%20Web%20Sites/Intellicast/96.8.93.198/Redirectc1f0.html	(from http://96.8.93.198/Video/amp.premier/amp.premier.min.js)
16:53:33	24252/24252	U-----	200	untouched ('')	image/gif	etag:%226b2bdcfb011ac2430ec096e9b487456b%22	https://www.wunderground.com/static/images/icast/intellicast-wu-map-banner-660x60.gif	C:/My%20Web%20Sites/Intellicast/www.wunderground.com/static/images/icast/intellicast-wu-map-banner-660x60.gif	(from http://96.8.93.198/)
16:53:33	141/141	---M--	302	error ('Found')	text/html	date:Thu,%2011%20Jul%202019%2020:53:25%20GMT	http://96.8.93.198/GET	C:/My%20Web%20Sites/Intellicast/96.8.93.198/GET.12.delayed	(from http://96.8.93.198/Video/amp.premier/amp.premier.min.js)
16:53:33	141/141	---M--	302	error ('Found')	text/html	date:Thu,%2011%20Jul%202019%2020:53:25%20GMT	http://96.8.93.198/POST	C:/My%20Web%20Sites/Intellicast/96.8.93.198/POST.13.delayed	(from http://96.8.93.198/Video/amp.premier/amp.premier.min.js)
16:53:33	0/-1	---M--	302	error ('')			http://96.8.93.198/GET	C:/My%20Web%20Sites/Intellicast/96.8.93.198/GET.14.delayed	(from http://96.8.93.198/Video/amp.premier/amp.premier.min.js)
16:53:33	0/-1	---M--	302	error ('')			http://96.8.93.198/GET	C:/My%20Web%20Sites/Intellicast/96.8.93.198/GET.15.delayed	(from http://96.8.93.198/Video/amp.premier/amp.premier.min.js)
16:53:34	0/-1	---M--	302	error ('')			http://96.8.93.198/GET	C:/My%20Web%20Sites/Intellicast/96.8.93.198/GET.16.delayed	(from http://96.8.93.198/Video/amp.premier/amp.premier.min.js)
16:53:34	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2011%20Jul%202019%2020:53:26%20GMT	http://96.8.93.198/amp.premier/amp.premier.xml	C:/My%20Web%20Sites/Intellicast/96.8.93.198/amp.premier/amp.premier.17.delayed	(from http://96.8.93.198/Video/icast.video.min.js)
16:53:34	0/-1	---M--	301	error ('')			http://www.intellicast.com/Scripts/AppMeasurement.js	C:/My%20Web%20Sites/Intellicast/www.intellicast.com/Scripts/AppMeasurement.18.delayed	(from http://96.8.93.198/Storm/Severe/Bulletins.aspx)
16:53:34	0/-1	---M--	301	error ('')			http://96.8.93.198/Storm/Hurricane/Track.aspx	C:/My%20Web%20Sites/Intellicast/96.8.93.198/Storm/Hurricane/Track.19.delayed	(from http://96.8.93.198/Storm/Severe/Bulletins.aspx)
16:53:34	0/-1	---M--	301	error ('')			http://96.8.93.198/Storm/Hurricane/Default.aspx	C:/My%20Web%20Sites/Intellicast/96.8.93.198/Storm/Hurricane/Default.1a.delayed	(from http://96.8.93.198/Storm/Severe/Bulletins.aspx)
16:53:34	0/-1	---M--	301	error ('')			http://96.8.93.198/Storm/Hurricane/Track.aspx	C:/My%20Web%20Sites/Intellicast/96.8.93.198/Storm/Hurricane/Track.1b.delayed	(from http://96.8.93.198/Storm/Severe/Bulletins.aspx)
16:53:34	148/148	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2011%20Jul%202019%2020:53:26%20GMT	http://96.8.93.198/Storm	C:/My%20Web%20Sites/Intellicast/96.8.93.198/Storm.1c.delayed	(from http://96.8.93.198/Storm/Severe/Bulletins.aspx)
16:53:35	155/155	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2011%20Jul%202019%2020:53:26%20GMT	http://96.8.93.198/Storm/Severe	C:/My%20Web%20Sites/Intellicast/96.8.93.198/Storm/Severe.1d.delayed	(from http://96.8.93.198/Storm/Severe/Bulletins.aspx)
16:53:35	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2011%20Jul%202019%2020:53:27%20GMT	http://www.intellicast.com/WxImages/_100w/THUNDERcast/usa_003.jpg	C:/My%20Web%20Sites/Intellicast/www.intellicast.com/WxImages/_100w/THUNDERcast/usa_003.1e.delayed	(from http://96.8.93.198/Storm/Severe/Bulletins.aspx)
16:53:35	61538/61538	U--M-Z	200	updated ('OK')	text/html	date:Thu,%2011%20Jul%202019%2020:53:26%20GMT	http://96.8.93.198/Storm/	C:/My%20Web%20Sites/Intellicast/96.8.93.198/Storm/index.html	(from http://96.8.93.198/Storm/Severe/Bulletins.aspx)
16:53:35	0/-1	---M--	301	error ('')			http://96.8.93.198/About/Contact.aspx	C:/My%20Web%20Sites/Intellicast/96.8.93.198/About/Contact.1f.delayed	(from http://96.8.93.198/Storm/Severe/Bulletins.aspx)
16:53:36	51755/51755	U--M-Z	200	updated ('OK')	text/html	date:Thu,%2011%20Jul%202019%2020:53:27%20GMT	http://96.8.93.198/Storm/Severe/	C:/My%20Web%20Sites/Intellicast/96.8.93.198/Storm/Severe/index.html	(from http://96.8.93.198/Storm/Severe/Bulletins.aspx)
16:53:36	0/-1	---M--	301	error ('')			http://www.intellicast.com/Scripts/AppMeasurement.js	C:/My%20Web%20Sites/Intellicast/www.intellicast.com/Scripts/AppMeasurement.20.delayed	(from http://96.8.93.198/Help/Default.aspx)
16:53:36	0/-1	---M--	301	error ('')			http://96.8.93.198/Storm/Hurricane/Track.aspx	C:/My%20Web%20Sites/Intellicast/96.8.93.198/Storm/Hurricane/Track.21.delayed	(from http://96.8.93.198/Help/Default.aspx)
16:53:36	65946/65946	U--M-Z	200	updated ('OK')	text/html	date:Thu,%2011%20Jul%202019%2020:53:27%20GMT	http://96.8.93.198/Storm/Severe/Bulletins.aspx?state=Alabama	C:/My%20Web%20Sites/Intellicast/96.8.93.198/Storm/Severe/Bulletins84dd.html	(from http://96.8.93.198/Storm/Severe/Bulletins.aspx)
16:53:36	0/-1	---M--	301	error ('')			http://96.8.93.198/Storm/Hurricane/Default.aspx	C:/My%20Web%20Sites/Intellicast/96.8.93.198/Storm/Hurricane/Default.22.delayed	(from http://96.8.93.198/Help/Default.aspx)
16:53:36	63324/63324	U--M-Z	200	updated ('OK')	text/html	date:Thu,%2011%20Jul%202019%2020:53:27%20GMT	http://96.8.93.198/Storm/Severe/Bulletins.aspx?state=American%20Samoa	C:/My%20Web%20Sites/Intellicast/96.8.93.198/Storm/Severe/Bulletins9227.html	(from http://96.8.93.198/Storm/Severe/Bulletins.aspx)
16:53:36	0/-1	---M--	301	error ('')			http://96.8.93.198/Storm/Hurricane/Track.aspx	C:/My%20Web%20Sites/Intellicast/96.8.93.198/Storm/Hurricane/Track.23.delayed	(from http://96.8.93.198/Help/Default.aspx)
16:53:37	63778/63778	U--M-Z	200	updated ('OK')	text/html	date:Thu,%2011%20Jul%202019%2020:53:27%20GMT	http://96.8.93.198/Storm/Severe/Bulletins.aspx?state=Arizona	C:/My%20Web%20Sites/Intellicast/96.8.93.198/Storm/Severe/Bulletins0298.html	(from http://96.8.93.198/Storm/Severe/Bulletins.aspx)
16:53:37	66877/66877	U--M-Z	200	updated ('OK')	text/html	date:Thu,%2011%20Jul%202019%2020:53:27%20GMT	http://96.8.93.198/Storm/Severe/Bulletins.aspx?state=Alaska	C:/My%20Web%20Sites/Intellicast/96.8.93.198/Storm/Severe/Bulletinse9f7.html	(from http://96.8.93.198/Storm/Severe/Bulletins.aspx)
16:53:38	65642/65642	U--M-Z	200	updated ('OK')	text/html	date:Thu,%2011%20Jul%202019%2020:53:27%20GMT	http://96.8.93.198/Storm/Severe/Bulletins.aspx?state=Arkansas	C:/My%20Web%20Sites/Intellicast/96.8.93.198/Storm/Severe/Bulletins199f.html	(from http://96.8.93.198/Storm/Severe/Bulletins.aspx)
16:53:38	65409/65409	U--M-Z	200	updated ('OK')	text/html	date:Thu,%2011%20Jul%202019%2020:53:28%20GMT	http://96.8.93.198/Storm/Severe/Bulletins.aspx?state=Armed%20Forces	C:/My%20Web%20Sites/Intellicast/96.8.93.198/Storm/Severe/Bulletins8447.html	(from http://96.8.93.198/Storm/Severe/Bulletins.aspx)
16:53:38	65456/65456	U--M-Z	200	updated ('OK')	text/html	date:Thu,%2011%20Jul%202019%2020:53:29%20GMT	http://96.8.93.198/Storm/Severe/Bulletins.aspx?state=Armed%20Forces%20Americas	C:/My%20Web%20Sites/Intellicast/96.8.93.198/Storm/Severe/Bulletins29a4.html	(from http://96.8.93.198/Storm/Severe/Bulletins.aspx)
16:53:38	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2011%20Jul%202019%2020:53:28%20GMT	http://96.8.93.198/About/Contact.aspx?form=1	C:/My%20Web%20Sites/Intellicast/96.8.93.198/About/Contact.24fd58.delayed	(from http://96.8.93.198/Help/Default.aspx)
16:53:39	65451/65451	U--M-Z	200	updated ('OK')	text/html	date:Thu,%2011%20Jul%202019%2020:53:29%20GMT	http://96.8.93.198/Storm/Severe/Bulletins.aspx?state=Armed%20Forces%20Pacific	C:/My%20Web%20Sites/Intellicast/96.8.93.198/Storm/Severe/Bulletinsaf6d.html	(from http://96.8.93.198/Storm/Severe/Bulletins.aspx)
16:53:40	63939/63939	U--M-Z	200	updated ('OK')	text/html	date:Thu,%2011%20Jul%202019%2020:53:29%20GMT	http://96.8.93.198/Storm/Severe/Bulletins.aspx?state=California	C:/My%20Web%20Sites/Intellicast/96.8.93.198/Storm/Severe/Bulletinscd58.html	(from http://96.8.93.198/Storm/Severe/Bulletins.aspx)
16:53:40	64601/64601	U--M-Z	200	updated ('OK')	text/html	date:Thu,%2011%20Jul%202019%2020:53:29%20GMT	http://96.8.93.198/Storm/Severe/Bulletins.aspx?state=Colorado	C:/My%20Web%20Sites/Intellicast/96.8.93.198/Storm/Severe/Bulletins5cec.html	(from http://96.8.93.198/Storm/Severe/Bulletins.aspx)
16:53:40	0/-1	---M--	301	error ('')			http://96.8.93.198/About/Contact.aspx	C:/My%20Web%20Sites/Intellicast/96.8.93.198/About/Contact.25.delayed	(from http://96.8.93.198/Help/Default.aspx)
